"sample_name","sample_id_PPR","unique_replicate_id","RUSH ID #","batch_id","sample_id","replicate_id","RUSH Project Batch Name","figure","Figure","George Figure number","experiment_type","sampling_device","bar_name","location","environment","extraction_method","control_type","environmental_sample","control_sample","dna_kit","microbial_type","sample_reads","bar_fill","bar_type_2","bar_type","bar_color","bar_axis_2","bar_axis","percent_recovery_dpcr","percent_recovery_qpcr","copies_original_dpcr_log10","copies_original_qpcr_log10","copies_rxn_dpcr_log10","copies_rxn_qpcr_log10","copies_original_dpcr","copies_original_qpcr","copies_rxn_dpcr","copies_rxn_qpcr","16s_rrna_copy_sample","16s_rrna_copy_rxn","cq_se_rxn","cq_sd_rxn","cq_mean_rxn","quantity_sd_ng_rxn","quantity_mean_sample","quantity_mean_ng_rxn","qpcr_volume_ul","dna_eluent_volume_ul","cell_count_estimate","cell_concentration","surface_area_cm2","processing_volume_ul","processing_solution","concentrated","sample_type","extraction_handling","sample_number","date","Total Copies in Orginal Sample (50uL) [dPCR copies*dil*50]","Total Copies in Undiluted Sample (1 µL) [Dil*dPCR Copies]","Final Dilution ","Digital Comments","Copies in Sample [dPCR]","Conversion factor","Total volume [¬µl]","Template volume [¬µl]","Volume per well [¬µl]","Threshold","Partitions (Negative)","Partitions (Positive)","Partitions (Valid)","CI (95%)","Conc. [cp/¬µL] (dPCR reaction)","Exp Type","Cell Count (Cells/50 ¬µL","Sample Description","DNA Qubit (ng/uL)","Project Name ID","Sequencing Name ID ","experiment","table_file","project_name"
"9_PCs_Ma_1","351_PPR_9_PCs_Ma_1_S293_L002","9-PCs-Ma-1","9-PCs-Ma-1","batch_9","9_PCs_Ma_1","rep_1","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","SALSA",NA,"NA","molec_cleanroom","mag_beads","positive_control","no","yes","maxwell","atcc",32488554,"gray3",NA,NA,NA,NA,NA,NA,NA,8.24303804868629,8.31372326259194,6.54338753039141,6.9157832539199,"175000000","205931727.45938876","3494520","8237269.0983755514","205931727.45938876","8237269.0983755514","2.0733230698101211E-2","3.591100897415804E-2","14.768182216127116","0.13493829213195491","149.60509611700721","5.9842038446802883",2,50,"8800299.7715886589","2000000","NA",100,"pbs","yes","2.00E+6","automated",255,2023-12-20,"175000000","3494520","600",NA,5824.2,6,12,2,2.889,14.75,5900,2303,8203,"4.1000000000000002E-2","970.7",NA,"8800299.7699999996","Batch #9, Positive Control Water, Maxwell, #1","2.9921000000000002","351_PPR","351_PPR_9-PCs-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"9_PCs_Ma_2","352_PPR_9_PCs_Ma_2_S294_L002","9-PCs-Ma-2","9-PCs-Ma-2","batch_9","9_PCs_Ma_2","rep_2","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","SALSA",NA,"NA","molec_cleanroom","mag_beads","positive_control","no","yes","maxwell","atcc",43319270,"gray3",NA,NA,NA,NA,NA,NA,NA,8.15836249209525,8.39939399965371,6.46026923893881,7.00145399098167,"144000000","250838387.14090306","2885820.0000000005","10033535.485636123","250838387.14090306","10033535.485636123","4.8313376062190071E-2","8.3681222024895169E-2","14.457104734927476","0.38070984687133974","182.22884584625456","7.2891538338501825",2,50,"10719343.873309093","2000000","NA",100,"pbs","yes","2.00E+6","automated",256,2023-12-20,"144000000","2885820.0000000005","700",NA,4122.6,6,12,2,2.889,14.75,6521,1713,8234,"4.7E-2","687.1",NA,"10719343.869999999","Batch #9, Positive Control Water, Maxwell, #2","3.6446000000000001","352_PPR","352_PPR_9-PCs-Ma-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_245FLc_Ma_L1","353_PPR_14_245FLc_Ma_L1_S295_L002","14-245FLc-Ma-L1","14-245FLc-Ma-L1","batch_14","14_245FLc_Ma_L1","rep_1","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","cotton",NA,"Loc_1","fungal_lab_floor","mag_beads","sample","yes","no","maxwell","NA",4798876,"gray1",NA,NA,NA,NA,NA,NA,NA,5.11394335230684,5.73629563837595,3.51693180886801,4.33835562970391,"130000","544873.43969302473","3288","21794.93758772099","544873.43969302473","21794.93758772099","9.0490000000000001E-2","0.15673000000000001","24.584399999999999","1.4723282025488357E-3","0.39583916632251243","1.5833566652900498E-2",2,50,"23284.656842500732","NA","25",100,"water","yes","NA","automated",353,2024-01-16,"130000","3288","2",NA,1644,6,12,2,2.889,14.75,7489,730,8219,"7.2999999999999995E-2","274",NA,"23284.66","Batch #14, 245 Fungal Lab, Cotton, Maxwell, Location #1","7.9000000000000008E-3","353_PPR","353_PPR_14-245FLc-Ma-L1","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_245FLc_Ma_L2","354_PPR_14_245FLc_Ma_L2_S296_L002","14-245FLc-Ma-L2","14-245FLc-Ma-L2","batch_14","14_245FLc_Ma_L2","rep_1","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","cotton",NA,"Loc_2","fungal_lab_floor","mag_beads","sample","yes","no","maxwell","NA",13900354,"gray1",NA,NA,NA,NA,NA,NA,NA,3.54900326202579,4.43446327837797,1.8494194137969,3.03652326970593,"3540","27193.385436331602","70.7","1087.7354174532643","27193.385436331602","1087.7354174532643","0.11210000000000001","0.19417000000000001","29.747900000000001","9.1813628288198008E-5","1.9755426189738079E-2","7.9021704758952321E-4",2,50,"1162.0838935140046","NA","25",100,"water","yes","NA","automated",354,2024-01-16,"3540","70.7","1",NA,70.7,6,12,2,2.889,14.75,8225,33,8258,"0.34100000000000003","11.8",NA,"1162.08","Batch #14, 245 Fungal Lab, Cotton, Maxwell, Location #2","4.0000000000000002E-4","354_PPR","354_PPR_14-245FLc-Ma-L2","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_245FLc_Ma_L3","355_PPR_14_245FLc_Ma_L3_S297_L002","14-245FLc-Ma-L3","14-245FLc-Ma-L3","batch_14","14_245FLc_Ma_L3","rep_1","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","cotton",NA,"Loc_3","fungal_lab_floor","mag_beads","sample","yes","no","maxwell","NA",2145650,"gray1",NA,NA,NA,NA,NA,NA,NA,3.20682587603185,4.30998839753586,1.50650503240487,2.91204838886382,"1610","20416.833990194347","32.1","816.67335960777382","20416.833990194347","816.67335960777382","6.9290000000000004E-2","0.12001000000000001","30.236699999999999","4.0721525780022519E-5","1.4832403191054506E-2","5.9329612764218024E-4",2,50,"872.49430535614749","NA","25",100,"water","yes","NA","automated",355,2024-01-16,"1610","32.1","1",NA,32.1,6,12,2,2.889,14.75,8240,15,8255,"0.50600000000000001","5.4",NA,"872.49","Batch #14, 245 Fungal Lab, Cotton, Maxwell, Location #3","2.9999999999999997E-4","355_PPR","355_PPR_14-245FLc-Ma-L3","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_245FLm_Ma_L1","356_PPR_14_245FLm_Ma_L1_S298_L002","14-245FLm-Ma-L1","14-245FLm-Ma-L1","batch_14","14_245FLm_Ma_L1","rep_1","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","macrofoam",NA,"Loc_1","fungal_lab_floor","mag_beads","sample","yes","no","maxwell","NA",11862588,"gray3",NA,NA,NA,NA,NA,NA,NA,5.42160392686983,5.8836990902628,3.72283128426495,4.48575908159077,"264000","765066.33150677616","5282.4","30602.65326027105","765066.33150677616","30602.65326027105","3.95E-2","6.8409999999999999E-2","23.996200000000002","8.7319965293946775E-4","0.55580470029092166","2.2232188011636869E-2",2,50,"32694.394134760099","NA","25",100,"water","yes","NA","automated",356,2024-01-16,"264000","5282.4","2",NA,2641.2,6,12,2,2.889,14.75,7116,1147,8263,"5.8000000000000003E-2","440.2",NA,"32694.39","Batch #14, 245 Fungal Lab, Macrofoam, Maxwell, Location #1","1.11E-2","356_PPR","356_PPR_14-245FLm-Ma-L1","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_245FLm_Ma_L2","357_PPR_14_245FLm_Ma_L2_S299_L002","14-245FLm-Ma-L2","14-245FLm-Ma-L2","batch_14","14_245FLm_Ma_L2","rep_1","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","macrofoam",NA,"Loc_2","fungal_lab_floor","mag_beads","sample","yes","no","maxwell","NA",936694,"gray3",NA,NA,NA,NA,NA,NA,NA,3.17609125905568,4.42755868077308,1.47712125471966,3.02961867210104,"1500","26764.472035525116","30","1070.5788814210046","26764.472035525116","1070.5788814210046","5.5100000000000003E-2","9.5430000000000001E-2","29.769600000000001","4.3773256425698399E-5","1.9443829568152989E-2","7.7775318272611956E-4",2,50,"1143.7546804795877","NA","25",100,"water","yes","NA","automated",357,2024-01-16,"1500","30","1",NA,30,6,12,2,2.889,14.75,8253,14,8267,"0.52400000000000002","5",NA,"1143.75","Batch #14, 245 Fungal Lab, Macrofoam, Maxwell, Location #2","4.0000000000000002E-4","357_PPR","357_PPR_14-245FLm-Ma-L2","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_245FLm_Ma_L3","358_PPR_14_245FLm_Ma_L3_S300_L002","14-245FLm-Ma-L3","14-245FLm-Ma-L3","batch_14","14_245FLm_Ma_L3","rep_1","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","macrofoam",NA,"Loc_3","fungal_lab_floor","mag_beads","sample","yes","no","maxwell","NA",4648942,"gray3",NA,NA,NA,NA,NA,NA,NA,3.75511226639507,4.80268595357014,2.05576046468773,3.4047459448981,"5690","63487.167828744939","113.7","2539.4867131497977","63487.167828744939","2539.4867131497977","8.8499999999999995E-2","0.15328","28.285299999999999","1.6661182735020757E-4","4.6122100573788606E-2","1.8448840229515443E-3",2,50,"2713.0647396346239","NA","25",100,"water","yes","NA","automated",358,2024-01-16,"5690","113.7","1",NA,113.7,6,12,2,2.889,14.75,8210,53,8263,"0.26900000000000002","19",NA,"2713.06","Batch #14, 245 Fungal Lab, Macrofoam, Maxwell, Location #3","8.9999999999999998E-4","358_PPR","358_PPR_14-245FLm-Ma-L3","PPR","Merged_Genus_raw_abund.csv","PPR"
"PC4","359_PPR_PC4_S301_L002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Merged_Genus_raw_abund.csv","PPR"
"NTC10","360_PPR_NTC10_S302_L002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Merged_Genus_raw_abund.csv","PPR"
"NTC11","361_PPR_NTC11_S303_L002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Merged_Genus_raw_abund.csv","PPR"
"NTC12","362_PPR_NTC12_S304_L002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Merged_Genus_raw_abund.csv","PPR"
"14_NCc_Ma_1","363_PPR_14_NCc_Ma_1_S305_L002","14-NCc-Ma-1","14-NCc-Ma-1","batch_14","14_NCc_Ma_1","rep_1","2nd Exp - 450 - PPR - Orange Set","2","2","Figure 2 [Bar 1]","environmental","cotton","Cotton Device Control","NA","fungal_lab_floor","mag_beads","sampling_collection_device_control","no","yes","maxwell","NA",2420,"gray1","Device","Device","Cotton","Cotton","Cotton",NA,NA,2.50650503240487,2.83248872154117,0.806179973983887,1.43454871286913,"321","679.96838625942291","6.4","27.198735450376915","679.96838625942291","27.198735450376915","0.36892999999999998","0.63900000000000001","36.165599999999998","6.6850662776027852E-6","4.9398282157822669E-4","1.9759312863129065E-5",2,50,"29.057813034013336","NA","NA",100,"water","yes","NA","automated",359,2024-01-16,"321","6.4","1",NA,6.4,6,12,2,2.889,14.75,8253,3,8256,"1.0640000000000001","1.1000000000000001",NA,"29.06","Batch #14, Negative Control, Cotton, Maxwell, #1","0","363_PPR","363_PPR_14-NCc-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_NCm_Ma_1","364_PPR_14_NCm_Ma_1_S306_L002","14-NCm-Ma-1","14-NCm-Ma-1","batch_14","14_NCm_Ma_1","rep_1","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","macrofoam",NA,"NA","fungal_lab_floor","mag_beads","sampling_collection_device_control","no","yes","maxwell","NA",308,"gray3",NA,NA,NA,NA,NA,NA,NA,2.33041377334919,NA,0.633468455579587,NA,"214","NA","4.3","NA","NA","NA","0.85860999999999998","1.2142599999999999","38.100299999999997","NA","NA","NA",2,50,"NA","NA","NA",100,"water","yes","NA","automated",360,2024-01-16,"214","4.3","1",NA,4.3,6,12,2,2.889,14.75,8275,2,8277,"1.1910000000000001","0.7",NA,NA,"Batch #14, Negative Control, Macrofoam, Maxwell, #1","Undetermined","364_PPR","364_PPR_14-NCm-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_NCw_Ma_1","365_PPR_14_NCw_Ma_1_S307_L002","14-NCw-Ma-1","14-NCw-Ma-1","batch_14","14_NCw_Ma_1","rep_1","2nd Exp - 450 - PPR - Orange Set","2","2","Figure 2 [Bar 9]","environmental","NA","Water Only","NA","fungal_lab_floor","mag_beads","water_control","no","yes","maxwell","NA",118,"gray1","Mastermix","Mastermix","Water","Water","Water",NA,NA,0,2.62512489010854,0,1.2271848814365,"0","421.81778817326079","0","16.872711526930434","421.81778817326079","16.872711526930434","0.55679999999999996","0.96440999999999999","37.104999999999997","7.4204186169458918E-6","3.0644180730222373E-4","1.2257672292088949E-5",2,50,"18.025988664836689","NA","NA",100,"water","yes","water_control","automated",361,2024-01-16,"0","0","1",NA,0,6,12,2,2.889,15.85,8262,0,8262,"-","0",NA,"18.03","Batch #14, Negative Control Water, Maxwell, #1","0","365_PPR","365_PPR_14-NCw-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_PCc_Ma_1","366_PPR_14_PCc_Ma_1_S308_L002","14-PCc-Ma-1","14-PCc-Ma-1","batch_14","14_PCc_Ma_1","rep_1","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","NA",NA,"NA","fungal_lab_floor","mag_beads","positive_control","no","yes","maxwell","atcc",15527852,NA,NA,NA,NA,NA,NA,NA,NA,7.06445798922692,7.25231222520375,5.36715084088308,5.85437221653171,"11600000","17877723.87396761","232890","715108.9549587043","17877723.87396761","715108.9549587043","5.62E-2","9.733E-2","18.5715","2.9376470606071178E-2","12.987792757896855","0.51951171031587418",2,50,"763987.80928805028","200000","NA",100,"water","yes","2.00E+5","automated",362,2024-01-16,"11600000","232890","50",NA,4657.8,6,12,2,2.889,15.85,6281,1894,8175,"4.4999999999999998E-2","776.3",NA,"763987.81","Batch #14, Positive Control, Maxwell, #1","0.25979999999999998","366_PPR","366_PPR_14-PCc-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_PCc_Ma_2","367_PPR_14_PCc_Ma_2_S309_L002","14-PCc-Ma-2","14-PCc-Ma-2","batch_14","14_PCc_Ma_2","rep_2","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","NA",NA,"NA","fungal_lab_floor","mag_beads","positive_control","no","yes","maxwell","atcc",20912426,NA,NA,NA,NA,NA,NA,NA,NA,7.31175386105575,7.22784984723516,5.61190378410152,5.82990983856313,"20500000","16898565.804328468","409170","675942.6321731389","16898565.804328468","675942.6321731389","5.176E-2","8.9660000000000004E-2","18.668199999999999","2.5644664492167315E-2","12.276454884275633","0.49105819537102535",2,50,"722144.40495739016","200000","NA",100,"water","no","2.00E+5","automated",363,2024-01-16,"20500000","409170","50",NA,8183.4,6,12,2,2.889,15.85,5130,3021,8151,"3.5999999999999997E-2","1363.9",NA,"722144.41","Batch #14, Positive Control, Maxwell, #2","0.2455","367_PPR","367_PPR_14-PCc-Ma-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_245FLc_Qi_L1","368_PPR_14_245FLc_Qi_L1_S310_L002","14-245FLc-Qi-L1","14-245FLc-Qi-L1","batch_14","14_245FLc_Qi_L1","rep_1","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","cotton",NA,"Loc_1","fungal_lab_floor","spin_column","sample","yes","no","qiagen","NA",15066578,"gray1",NA,NA,NA,NA,NA,NA,NA,5.44247976906445,5.9058719816181,3.74410513948571,4.50793197294607,"277000","805141.07219115074","5547.6","32205.642887646038","805141.07219115074","32205.642887646038","3.6481726882144891E-2","6.3188204507726276E-2","23.908136019958306","8.6622246754151314E-4","0.58491816185372214","2.3396726474148886E-2",2,50,"34406.950697277774","NA","25",100,"water","yes","NA","manual",364,2024-01-16,"277000","5547.6","2",NA,2773.8,6,12,2,2.889,15.85,7062,1200,8262,"5.7000000000000002E-2","462.3",NA,"34406.949999999997","Batch #14, 245 Fungal Lab, Cotton, Qiagen, Location #1","1.17E-2","368_PPR","368_PPR_14-245FLc-Qi-L1","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_245FLc_Qi_L2","369_PPR_14_245FLc_Qi_L2_S311_L002","14-245FLc-Qi-L2","14-245FLc-Qi-L2","batch_14","14_245FLc_Qi_L2","rep_2","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","cotton",NA,"Loc_2","fungal_lab_floor","spin_column","sample","yes","no","qiagen","NA",6558744,"gray1",NA,NA,NA,NA,NA,NA,NA,4.10037054511756,4.70704619197389,2.40122816749811,3.30910618330186,"12600","50938.504685380511","251.9","2037.5401874152203","50938.504685380511","2037.5401874152203","4.7045204061978048E-2","8.1484683687791701E-2","28.661160384874581","7.0977579187226196E-5","3.7005759061657081E-2","1.4802303624662832E-3",2,50,"2176.8093565680638","NA","25",100,"water","yes","NA","manual",365,2024-01-16,"12600","251.9","1",NA,251.9,6,12,2,2.889,15.85,8152,117,8269,"0.18099999999999999","42",NA,"2176.81","Batch #14, 245 Fungal Lab, Cotton, Qiagen, Location #2","6.9999999999999999E-4","369_PPR","369_PPR_14-245FLc-Qi-L2","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_245FLc_Qi_L3","370_PPR_14_245FLc_Qi_L3_S312_L002","14-245FLc-Qi-L3","14-245FLc-Qi-L3","batch_14","14_245FLc_Qi_L3","rep_3","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","cotton",NA,"Loc_3","fungal_lab_floor","spin_column","sample","yes","no","qiagen","NA",3787042,"gray1",NA,NA,NA,NA,NA,NA,NA,4.11394335230684,4.52857779838355,2.41547416810924,3.13063778971151,"13000","33773.634443336683","260.3","1350.9453777334677","33773.634443336683","1350.9453777334677","4.5683366899009543E-2","7.9125912529894787E-2","29.368588259786666","4.5676765759276804E-5","2.4535839569026489E-2","9.8143358276105955E-4",2,50,"1443.28468053097","NA","25",100,"water","yes","NA","manual",366,2024-01-16,"13000","260.3","1",NA,260.3,6,12,2,2.889,15.85,8154,121,8275,"0.17799999999999999","43.4",NA,"1443.28","Batch #14, 245 Fungal Lab, Cotton, Qiagen, Location #3","5.0000000000000001E-4","370_PPR","370_PPR_14-245FLc-Qi-L3","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_245FLm_Qi_L1","371_PPR_14_245FLm_Qi_L1_S313_L002","14-245FLm-Qi-L1","14-245FLm-Qi-L1","batch_14","14_245FLm_Qi_L1","rep_1","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","macrofoam",NA,"Loc_1","fungal_lab_floor","spin_column","sample","yes","no","qiagen","NA",18297770,"gray3",NA,NA,NA,NA,NA,NA,NA,5.33845649360461,5.76529223649997,3.63968566124268,4.36735222782793,"218000","582495.04649764532","4362","23299.801859905809","582495.04649764532","23299.801859905809","2.0449910033060757E-2","3.5420283187473769E-2","24.464902196551577","3.4945083446277162E-4","0.42317047739108715","1.6926819095643485E-2",2,50,"24892.381023005128","NA","25",100,"water","yes","NA","manual",367,2024-01-16,"218000","4362","2",NA,2181,6,12,2,2.889,12,7302,959,8261,"6.3E-2","363.5",NA,"24892.38","Batch #14, 245 Fungal Lab, Macrofoam, Qiagen, Location #1","8.5000000000000006E-3","371_PPR","371_PPR_14-245FLm-Qi-L1","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_245FLm_Qi_L2","372_PPR_14_245FLm_Qi_L2_S314_L002","14-245FLm-Qi-L2","14-245FLm-Qi-L2","batch_14","14_245FLm_Qi_L2","rep_2","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","macrofoam",NA,"Loc_2","fungal_lab_floor","spin_column","sample","yes","no","qiagen","NA",4254002,"gray3",NA,NA,NA,NA,NA,NA,NA,3.88252453795488,4.41663645562139,2.18355453361886,3.01869644694935,"7630","26099.756503197579","152.6","1043.990260127903","26099.756503197579","1043.990260127903","4.704606617008824E-2","8.1486176902840171E-2","29.812413038354638","3.558661603410694E-5","1.8960927626178358E-2","7.5843710504713434E-4",2,50,"1115.3486838928445","NA","25",100,"water","yes","NA","manual",368,2024-01-16,"7630","152.6","1",NA,152.6,6,12,2,2.889,15.85,8184,71,8255,"0.23300000000000001","25.4",NA,"1115.3499999999999","Batch #14, 245 Fungal Lab, Macrofoam, Qiagen, Location #2","4.0000000000000002E-4","372_PPR","372_PPR_14-245FLm-Qi-L2","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_245FLm_Qi_L3","373_PPR_14_245FLm_Qi_L3_S315_L002","14-245FLm-Qi-L3","14-245FLm-Qi-L3","batch_14","14_245FLm_Qi_L3","rep_3","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","macrofoam",NA,"Loc_3","fungal_lab_floor","spin_column","sample","yes","no","qiagen","NA",10488124,"gray3",NA,NA,NA,NA,NA,NA,NA,4.40312052117582,4.81262300080896,2.70466518545453,3.41468299213693,"25300","64956.557537799417","506.6","2598.2623015119771","64956.557537799417","2598.2623015119771","6.4233543168428442E-2","0.11125576031788682","28.243750791310546","1.2416337172325897E-4","4.7189581487820119E-2","1.8875832595128049E-3",2,50,"2775.8577345776539","NA","25",100,"water","yes","NA","manual",369,2024-01-16,"25300","506.6","1",NA,506.6,6,12,2,2.889,15.85,7978,232,8210,"0.129","84.4",NA,"2775.86","Batch #14, 245 Fungal Lab, Macrofoam, Qiagen, Location #3","8.9999999999999998E-4","373_PPR","373_PPR_14-245FLm-Qi-L3","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_NCc_Qi_1","374_PPR_14_NCc_Qi_1_S316_L002","14-NCc-Qi-1","14-NCc-Qi-1","batch_14","14_NCc_Qi_1","rep_1","2nd Exp - 450 - PPR - Orange Set","2","2","Figure 2 [Bar 1]","environmental","cotton","Cotton Device Control","NA","fungal_lab_floor","spin_column","sampling_collection_device_control","no","yes","qiagen","NA",714992,"gray1","Device","Device","Cotton","Cotton","Cotton",NA,NA,2.80685802951882,3.62821902961388,1.10720996964787,2.23027902094184,"641","4248.3376817772169","12.8","169.9335072710887","4248.3376817772169","169.9335072710887","0.30026550945240921","0.5200751181321257","32.987636481340324","3.5813544872075279E-5","3.0863285374281325E-3","1.2345314149712531E-4",2,50,"181.54873749577251","NA","NA",100,"water","yes","NA","manual",370,2024-01-16,"641","12.8","1",NA,12.8,6,12,2,2.889,15.85,8268,6,8274,"0.8","2.1",NA,"181.55","Batch #14, Negative Control, Cotton, Qiagen, #1","1E-4","374_PPR","374_PPR_14-NCc-Qi-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_NCm_Qi_1","375_PPR_14_NCm_Qi_1_S317_L002","14-NCm-Qi-1","14-NCm-Qi-1","batch_14","14_NCm_Qi_1","rep_1","2nd Exp - 450 - PPR - Orange Set","2","2","Figure 2 [Bar 2]","environmental","macrofoam","Macrofoam Device Control","NA","fungal_lab_floor","spin_column","sampling_collection_device_control","no","yes","qiagen","NA",894,"gray3","Device","Device","Macrofoam","Macrofoam","Macrofoam",NA,NA,2.03742649794062,3.13677856881629,0.342422680822206,1.73883856014425,"109","1370.1829808662719","2.2000000000000002","54.807319234650876","1370.1829808662719","54.807319234650876","0.26729799118883379","0.46297370150015821","34.927920124059888","1.1273408449911036E-5","9.9540929937962487E-4","3.9816371975184995E-5",2,50,"58.55348819880146","NA","NA",100,"water","yes","NA","manual",371,2024-01-16,"109","2.2000000000000002","1",NA,2.2,6,12,2,2.889,15.85,8146,1,8147,"1.4750000000000001","0.4",NA,"58.55","Batch #14, Negative Control, Macrofoam, Qiagen, #1","0","375_PPR","375_PPR_14-NCm-Qi-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"14_NCw_Qi_1","376_PPR_14_NCw_Qi_1_S318_L002","14-NCw-Qi-1","14-NCw-Qi-1","batch_14","14_NCw_Qi_1","rep_1","2nd Exp - 450 - PPR - Orange Set","2","2","Figure 2 [Bar 9]","environmental","NA","Water Only","NA","fungal_lab_floor","spin_column","water_control","no","yes","qiagen","NA",1922,"gray1","Mastermix","Mastermix","Water","Water","Water",NA,NA,2.33243845991561,2.74264749522094,0.633468455579587,1.3447074865489,"215","552.9011525153403","4.3","22.116046100613609","552.9011525153403","22.116046100613609","0.17832579358826192","0.30886933479490997","36.465181516698095","2.7353358900148221E-6","4.016711319122688E-4","1.6066845276490751E-5",2,50,"23.627713641898165","NA","NA",100,"water","yes","water_control","manual",372,2024-01-16,"215","4.3","1",NA,4.3,6,12,2,2.889,15.85,8205,2,8207,"1.1910000000000001","0.7",NA,"23.63","Batch #14, Negative Control Water, Qiagen, #1","0","376_PPR","376_PPR_14-NCw-Qi-1","PPR","Merged_Genus_raw_abund.csv","PPR"
